,domain,id,id_str,party,screen_name,state,display_name
31729,,1104241491877060608,1104241491877060608,BJP,manusha17106495,To Be Added,Manu Sharma
31730,,1121076349832024064,1121076349832024064,BJP,TirthThakur3,To Be Added,
31731,,989039650194026497,989039650194026496,BJP,NareshP26917822,To Be Added,Naresh8766
31732,,1274446110703026176,1274446110703026176,INC,AbhishekMaharaj,To Be Added,Abhishek Maharaj
31734,,2221866066,2221866066,BJP,BJYM4Gujarat,To Be Added,BJYM GUJARAT
31735,,2296316904,2296316904,INC,HargovindDiwan,To Be Added,
31736,,3294174487,3294174487,BJP,RituSolanki14,To Be Added,Rital Solanki (Virpura)🇮🇳
31737,,986114742438608896,986114742438608896,DMK,kavi_anbil,To Be Added,Anbil Kavi
31738,,749219162589958144,749219162589958144,INC,ashok55612,To Be Added,Ashok Choudhary
31739,,854741305,854741305,INC,NandaMhatre,To Be Added,#NandaWithRG
31740,,918829919882264579,918829919882264576,INC,DRPatil11,To Be Added,
31741,,2883264620,2883264620,BJP,Jayenderdabas,To Be Added,Jayender Dabas
31743,,858717646950465536,858717646950465536,BJP,Poornimasrin,To Be Added,Poornima Srinivasa
31744,,4488920054,4488920054,INC,CRaymondRobin,To Be Added,C. Raymond Robin
31745,,1248474080409341953,1248474080409341952,DMK,tjaeveH6TIyIpyO,To Be Added,விருத்தாசலம் வடக்கு ஒன்றிய தி.மு.க
31747,,901044525992337408,901044525992337408,BJP,MalkhanSinghLo4,To Be Added,Malkhan Singh Lodhi
31748,,3105956384,3105956384,INC,iycamit,To Be Added,Amit sharma
31750,,3947531777,3947531777,INC,khushboo_JK,To Be Added,
31751,,1217812996015026176,1217812996015026176,INC,RajuUpman13,To Be Added,
31752,,1635394356,1635394356,GFP,renukadoc,To Be Added,Dr. Renuka DennisDaSilva
31753,,716955139014156288,716955139014156288,INC,ATALSHRIVASTAV1,To Be Added,
31754,,59739253,59739253,BJP,sooraj_perambra,To Be Added,Sooraj Perambra 🇮🇳
31755,,885184499155214337,885184499155214336,TRS,MarpallyS,To Be Added,Marpally Sudhakar.
31756,,1017221076214951936,1017221076214951936,DMK,Harihar39173343,To Be Added,DAKSHAN HARIHARAN-தமிழ்நாட்டை தலைகுனிய விடமாட்டேன்
31758,,785089796754604032,785089796754604032,INC,saketneekhra1,To Be Added,Saket Neekhra
31760,,1277653814,1277653814,BJP,JayPatelBJP,To Be Added,Jay Patel #BJP
31761,,894259596021440513,894259596021440512,BJP,priyanka336641,To Be Added,Priyanka Tiwari
31762,,824153627099013121,824153627099013120,INC,JaliKamalakar,To Be Added,Kamalakar Jali Reddy
31764,,1602533708,1602533708,INC,ujjval_bhasin,To Be Added,Adv Ujjval Bhasin
31766,,984274778746843136,984274778746843136,BJP,ShivamR42536617,To Be Added,Shivam  Rathor
31768,,866953143296303104,866953143296303104,BJP,rkchoudharybjym,To Be Added,Rakesh Choudhary
31770,,886979281514971139,886979281514971136,INC,kiran_babu24,To Be Added,kiran Babu ಕಿರಣ್
31771,,1167617459215577088,1167617459215577088,ABVP,ThakurSachinBh4,To Be Added,Sachin Bhadoriya
31772,,778134072338083840,778134072338083840,INC,BangalRavindra,To Be Added,Ravindra Bangal
31774,,1247014503058989056,1247014503058989056,INC,DharnaPatelINC,To Be Added,Dharna Patel
31776,,2801020187,2801020187,BJP,raushanyadavBJP,To Be Added,Raushan Yadav
31777,,818989967858876416,818989967858876416,BJP,isahilchandel,To Be Added,Sahil Chandel
31778,,920945847377866753,920945847377866752,INC,INCErode,To Be Added,
31779,,959619127303262208,959619127303262208,BJP,RituRagini3575,To Be Added,
31780,,3305056308,3305056308,INC,ajayshreemalIyc,To Be Added,Ajay Shreemal अजय श्रीमाल
31781,,306625576,306625576,INC,GhanshyamShahi1,To Be Added,GHANSHYAM SHAHI
31786,,784784287157456896,784784287157456896,INC,Balmuku11488659,To Be Added,Balmukund Singh
31787,,917731356712476674,917731356712476672,INC,vishwas_vaidya,To Be Added,Vishwas Vaidya
31788,,2896529766,2896529766,BJP,nirav_64,To Be Added,NiRaV PaTeL
31789,,2904961933,2904961933,INC,VanuSufiyan,To Be Added,Sufiyan Vanu
31790,,853188618663407616,853188618663407616,BJP,DVSolanki2,To Be Added,D V Solanki
31791,,1090951722753650688,1090951722753650688,INC,amolmitkari22,To Be Added,आ. अमोल गोदावरी रामकृष्ण मिटकरी
31792,,2401359391,2401359391,INC,imranhussainkh3,To Be Added,Imran Hussain Khan
31793,,1011176630620807173,1011176630620807168,DMK,DMKTrichyNorth2,To Be Added,DMK@Trichy North
31794,,714321484609560576,714321484609560576,AIADMK,umeshaiadmk,To Be Added,Umeshaiadmk
31795,,961926089248358400,961926089248358400,BJP,BJP4Kukrel_CG,To Be Added,BJP KUKREL | Dhamtari
31796,,2341544017,2341544017,INC,MorigaonDCC,To Be Added,DCC Morigaon
31797,,1251516583630925824,1251516583630925824,INC,incbhargav,To Be Added,
31798,,739110331302088704,739110331302088704,INC,jpnimawat,To Be Added,Jai Prakash Nimawat
31799,,2498154546,2498154546,ABVP,esmrutiranjan,To Be Added,
31800,,924104393514823682,924104393514823680,OTHER,dewri_anjan,To Be Added,ANJAN DEWRI
31801,,1016414454106353664,1016414454106353664,BJP,YudhisthirChan3,To Be Added,Yudhisthir Chandrakar
31802,,793077690127572992,793077690127572992,BJP,Alok_2908,To Be Added,
31803,,1048810727882936320,1048810727882936320,INC,sulaiman_navab,To Be Added,Sulaima Navab
31804,,104784414,104784414,ABVP,DrAlokPande,To Be Added,
31805,,886790403088842752,886790403088842752,INC,BihariUikey,To Be Added,Bihari Uikey
31806,,812508067975680000,812508067975680000,INC,AbbinaDamodar,To Be Added,Damodar Abbina
31807,,977171848239566849,977171848239566848,BJP,Rajubhai12266,To Be Added,Rajubhai Patel Bjp
31808,,773885029948747776,773885029948747776,BJP,Shashi_bsbjp,To Be Added,शशिभूषण श्याम
31811,,946691221275029504,946691221275029504,BJP,vijendra4Bjp,To Be Added,विजेन्द्र प्रताप सिंह
31812,,1217333040919105536,1217333040919105536,AIADMK,AdmkTvrlWest,To Be Added,
31813,,1220296716374564864,1220296716374564864,INC,pongen_meren,To Be Added,Meren Pongen Naga
31814,,739802456574427136,739802456574427136,INC,SherPartapVirk,To Be Added,
31815,,976860354348109824,976860354348109824,JKNC,theprisone_r,To Be Added,
31816,,361094286,361094286,BJP,IShailendrajha,To Be Added,Shailendra Jha
31817,,534676859,534676859,BJP,R_HLata,To Be Added,Dr R H LATA 🌐
31818,,1245267018162434048,1245267018162434048,INC,MCSRAVIRAVICHA1,To Be Added,MCS RAVI RAVICHANDRAN YADAV
31819,,919465919306272768,919465919306272768,BJP,VithalbhaiB,To Be Added,Vithal Bhaliya (modi ka parivar)
31820,,2860336350,2860336350,INC,lala_shanu,To Be Added,Shanu Lala
31821,,800169379128229888,800169379128229888,INC,Murarisharmainc,To Be Added,Murari Sharma
31822,,1126433873590489090,1126433873590489088,INC,HareshGoshwami,To Be Added,Hareshwar Goshwami
31824,,975360151673741313,975360151673741312,INC,pronabbaruah3,To Be Added,
31826,,766899914785689600,766899914785689600,INC,RitzuGhosal,To Be Added,Ritzu Ghosal
31827,,2985270397,2985270397,BJP,KishorPuttur,To Be Added,Kishor Kumar Puttur
31828,,1245903644,1245903644,AAP,AAPRaigad,To Be Added,AAP Raigad
31829,,3192011778,3192011778,BJP,IamKishanPujara,To Be Added,Kishan Pujara
31830,,991879934862749696,991879934862749696,INC,RajeevSinghINC,To Be Added,RAJEEV SINGH
31831,,1222670800508973056,1222670800508973056,BJP,BalendraKumarG3,To Be Added,
31832,,1903042338,1903042338,SHIV SENA,JoshiShreyas1,To Be Added,Shreyas Joshi
31833,,863732415675740160,863732415675740160,INC,AfsarBeigMirza1,To Be Added,Afsar Beig Mirza
31834,,779607680478539776,779607680478539776,INC,vicky_waghe,To Be Added,Vicky Waghe
31835,,1147854013850718213,1147854013850718208,BJP,NadimBhatiBjp2,To Be Added,Nadim Bhati🇮🇳 मोदी का परिवार
31836,,2183252985,2183252985,INC,vivekbiradar01,To Be Added,Vivek Biradar
31837,,1048517033866842113,1048517033866842112,INC,Saurabh_CONGRES,To Be Added,Saurabh Pandey INC
31839,,751738070328827904,751738070328827904,BJP,BJPManojGurjar,To Be Added,
31840,,904020217822453761,904020217822453760,BJP,Tkshuklabjp,To Be Added,TUHIN SHUKLA(गर्ग) पाकुड़
31841,,3911841799,3911841799,INC,Sidharthps99,To Be Added,Sidharth PS
31843,,1081773457195614209,1081773457195614208,INC,OfficeOfThorat,To Be Added,Office Of Balasaheb Thorat
31844,,2793605467,2793605467,BJP,PraveenSaley,To Be Added,Praveen Saley-प्रवीण साले (modi ka parivar)
31846,,1180213314816598016,1180213314816598016,BJP,SGBJP,To Be Added,
31847,,1223339495686205440,1223339495686205440,RJD,GowrishankarSr4,To Be Added,
31848,,113604992,113604992,INC,iammbp,To Be Added,Michael Pantoja
31850,,1153623590979305472,1153623590979305472,OTHER,LadharParvinder,To Be Added,कांग्रेस पार्टी जिंदाबाद ( SHARIFGARH )
31851,,1018538026098515970,1018538026098515968,INC,AhmedAbidur,To Be Added,
31852,,1013447136392851456,1013447136392851456,INC,IKhulakpam,To Be Added,Iqbal shah khulakpam
31853,,749657905,749657905,BJP,UnmilHathi,To Be Added,Unmil Hathi
31854,,787022701990912000,787022701990912000,INC,Aryaniyc,To Be Added,Aryan Shukla
31855,,1055285003712524288,1055285003712524288,DMK,MSMATHIVANAN2,To Be Added,M.S.MATHIVANAN
31857,,853408474813911040,853408474813911040,ABVP,SashiOdisha,To Be Added,Sashikanta Mishra
31859,,1265929986097250304,1265929986097250304,INC,NameirakpamJay3,To Be Added,Nameirakpam Jayantakumar Singh
31860,,433562142,433562142,AAP,aapkavijay_,To Be Added,Vijay Sharma
31861,,1059331001254584320,1059331001254584320,BJP,kushawah143,To Be Added,🚩 संजय कुशवाहा🚩 मोदी का परिवार 🚩🚩
31862,,880249479672233987,880249479672233984,INC,AbomGocham,To Be Added,Gocham Abom
31863,,3286106028,3286106028,INC,Dipanka43540688,To Be Added,Dipankar roy
31865,,2174369227,2174369227,BJP,DrUditaTyagi,To Be Added,डॉ उदिता त्यागी
31866,,752416223661555712,752416223661555712,BJP,WaghelaPratima,To Be Added,
31868,,957910281463607296,957910281463607296,BJP,BJP4Jayanagar,To Be Added,BJP Jayanagar
31869,,890867106266267649,890867106266267648,BJP,darji_digant,To Be Added,Digant Darji Tapi
31871,,1042363328234905601,1042363328234905600,DMK,AbdulWahabK4,To Be Added,கா.அ.வஹாப் திமுக
31872,,1023835111995912192,1023835111995912192,GFP,vaigankarprajai,To Be Added,Prajai Vaigankar
31873,,1044475449772933121,1044475449772933120,BJP,DehankarArchana,To Be Added,Archana Dehankar
31874,,1101283320170598400,1101283320170598400,INC,Binashakhidevi1,To Be Added,Binashakhidevivodafone
31875,,2524696411,2524696411,BJP,jaiprakashiam,To Be Added,
31876,,1142312855087112192,1142312855087112192,AIADMK,VNRavi_virugai,To Be Added,
31878,,906487927110111232,906487927110111232,BJP,VinodGu06054083,To Be Added,Vinod Gurjar
31879,,3010192795,3010192795,AAP,OmbirVerma,To Be Added,Dr Ombir Verma
31881,,1014413442,1014413442,INC,iftikarrubul,To Be Added,Iftikar H Siddique
31883,,732994171082936321,732994171082936320,INC,CM_KamalNath,To Be Added,
31884,,4103329092,4103329092,INC,akmsiddhu1,To Be Added,AKM.siddharthan
31885,,928273048687452160,928273048687452160,DMK,satheeshAmal2,To Be Added,satheesh Amal
31886,,166934033,166934033,INC,AbdulJaleelINC,To Be Added,Abdul Jaleel INC
31887,,758885028721860608,758885028721860608,SAMAJWADI ,LalitMYOfficial,To Be Added,Lalit Mohan Yadav
31889,,1087020040921112577,1087020040921112576,INC,Atish59883783,To Be Added,Atish Wayal
31890,,975326310523322368,975326310523322368,DMK,rn_stalin,To Be Added,கந்தர்வக்கோட்டை ஸ்டாலின்
31894,,287306668,287306668,ABVP,themahendrab,To Be Added,Mahendra Chaudhari
31895,,859140435582656513,859140435582656512,INC,nsui_tripura23,To Be Added,NSUI Tripura
31896,,796656997672239105,796656997672239104,BJP,Montuleo3,To Be Added,
31898,,915237867525304322,915237867525304320,BJP,BJYM_Singrauli,To Be Added,"युवा मोर्चा,सिंगरौली"
31899,,870954802557145090,870954802557145088,NCP,Surekhancp,To Be Added,
31900,,804997229819805696,804997229819805696,BJP,Aditidabhade,To Be Added,Poonam
31901,,903195750435176448,903195750435176448,INC,vilhousielie,To Be Added,Vilhousielie Kengurü
31902,,1108286185565114369,1108286185565114368,BJP,HNavjyot,To Be Added,Navjyot H Shinde
31903,,1080395509741875200,1080395509741875200,INC,Sa_Ka_Patil,To Be Added,
31904,,940617942965764096,940617942965764096,TDP,maganti_roopa,To Be Added,Maganti Roopa
31905,,1004204699262771200,1004204699262771200,INC,TaiChachung,To Be Added,Tai Chachung
31907,,842743369507856384,842743369507856384,BJP,MediniudayGarud,To Be Added,MediniUdayGarudachar
31908,,2333106330,2333106330,INC,BanerjiMonalisa,To Be Added,Monalisa Banerjee
31910,,2527553754,2527553754,BJP,mahendranagar18,To Be Added,"महेन्द्र नागर ,, आऔ जुड़े भा.ज.पा. से ,,"
31911,,2393163043,2393163043,INC,aloksaxena98,To Be Added,alok saxena
31913,,815172267407708160,815172267407708160,INC,sharad_bareth,To Be Added,Sharad Bareth
31915,,3241562144,3241562144,INC,javedkh79296811,To Be Added,Javed khan mayur
31916,,401848787,401848787,BJP,J_MSharma,To Be Added,
31917,,1005420177473732609,1005420177473732608,INC,AGopanna,To Be Added,A Gopanna
31918,,1023932454153936896,1023932454153936896,BJP,PawanRanaa2222,To Be Added,
31920,,3073389961,3073389961,BJP,nvsubhash4bjp,To Be Added,NV Subhash
31921,,806353546702716928,806353546702716928,ABVP,manoj_vaishnav_,To Be Added,
31923,,808060396020056065,808060396020056064,BJP,PANDITHARSH1,To Be Added,HARSH PATHAK(मोदी का परिवार)
31924,,872864711313731584,872864711313731584,INC,AmarNath14300,To Be Added,Amar Nath Janasena
31925,,461931008,461931008,BJP,MlaPraful,To Be Added,
31926,,2508713714,2508713714,INC,RAVIKUM01651871,To Be Added,Ravikumar president TCTU-INTUC salem west
31927,,1095512846492872705,1095512846492872704,AIADMK,AiadmkTms,To Be Added,AIADMK TMS NALLATHAMBI
31929,,883860796635271173,883860796635271168,INC,Mosinpa52,To Be Added,Mosin pathan
31930,,955700373880107010,955700373880107008,OTHER,SwaeroTheegala,To Be Added,Theegala srinivas rao
31931,,1187995457764634629,1187995457764634624,BJP,BalramThawani,To Be Added,Balram Thawani
31932,,829393387489001473,829393387489001472,INC,PrveenFharoougi,To Be Added,prveen fharoougi
31933,,915120042,915120042,INC,BuranSyed,To Be Added,Syed Buran
31935,,315655345,315655345,BJP,kirronmmehta,To Be Added,Kiran Mehta
31936,,839914853384912896,839914853384912896,INC,NcpOsmanabad,To Be Added,
31937,,96926071,96926071,TDP,ranjitbatsala,To Be Added,Ranjit kumar Varma
31938,,1176933624785932289,1176933624785932288,INC,CongressHari,To Be Added,hari hara sudhan iyc
31939,,948438520732925952,948438520732925952,BJP,ManjuLa78955825,To Be Added,
31940,,1096309706589495297,1096309706589495296,BJP,bjp4kovai,To Be Added,Bjp4 Coimbatore (மோடியின் குடும்பம்)
31941,,129154018,129154018,INC,dksharmasge,To Be Added,Dharmendra Kumar Sharma
31942,,1243157285796339712,1243157285796339712,BJP,Samreenkhan78,To Be Added,Samreen Khan
31943,,1149027470315671553,1149027470315671552,INC,AbrahamRoy19,To Be Added,
31944,,3118659320,3118659320,INC,rjrohan_jain,To Be Added,Rohan Jain IYC
31945,,578333699,578333699,BJP,Modi_Bhakt_Jha,To Be Added,
31947,,710391992,710391992,DMK,RajaSaravanaar,To Be Added,NAGARAJ M SARAVANAAR
31948,,3241954609,3241954609,BJP,AbhijeetKodande,To Be Added,Abhijeet Kodande
31949,,1176440823812018177,1176440823812018176,INC,WarjriArkin,To Be Added,Arkin Warjri
31952,,1610145126,1610145126,NCP,avisurnar,To Be Added,AVINASH NANDU SURNAR
31953,,2745079099,2745079099,BJP,Tryambak4Nation,To Be Added,
31954,,899051208178008064,899051208178008064,INC,anoopvrtweets,To Be Added,Anoop VR
31955,,1013105453776060416,1013105453776060416,INC,JaganathPatnaik,To Be Added,Jaganath Patnaik
31956,,764906422727565313,764906422727565312,INC,WaghSamarth,To Be Added,Samarth N Waghmode
31959,,134455655,134455655,BJP,ravibhadoria,To Be Added,Ravi Bhadoria
31960,,817989193972543490,817989193972543488,BJP,ballari_ramanji,To Be Added,Ramanji K S
31961,,2873033773,2873033773,BJP,Kumar4Adarsh,To Be Added,Adarsh Kumar Bhagat 
31962,,3267882476,3267882476,BJP,nitin518,To Be Added,Nitin Chauhan
31965,,1690306152,1690306152,BJP,samyaljaideep,To Be Added,Jaideep Samyal
31966,,2151193596,2151193596,BJP,VibhootiKashyap,To Be Added,Vibhooti Kashyap
31967,,837403399763202049,837403399763202048,INC,budhwarparas1,To Be Added,Paras Budhwar IYC
31968,,1251008048736264192,1251008048736264192,DMK,yprakash_mla,To Be Added,Y Prakaash MLA - தமிழ்நாட்டை தலைகுனிய விடமாட்டேன்
31969,,1250995921388662784,1250995921388662784,DMK,DevarajKDmk,To Be Added,K.Devaraj MLA - தமிழ்நாட்டை தலைகுனிய விடமாட்டேன்
31970,,878259999730020352,878259999730020352,INC,ChoudhBhaskar,To Be Added,Bhaskar Kumar Choudh
31971,,2898729313,2898729313,INC,NSUIHaryana,To Be Added,
31974,,999320174523179008,999320174523179008,BJP,malikailash8140,To Be Added,متجر تقسيط
31975,,898219140099395584,898219140099395584,BJP,JachakSudhir,To Be Added,Sudhir Jachak
31976,,1170986335110172673,1170986335110172672,BJP,BjpMedhekar,To Be Added,
31977,,3033230857,3033230857,INC,PatelMannu1,To Be Added,manish patel
31978,,3119334451,3119334451,INC,VikasCh34398707,To Be Added,Vikas Chouhan
31979,,904698786089320449,904698786089320448,INC,Rekha94466154,To Be Added,
31980,,1181013770937593857,1181013770937593856,AIADMK,9QwnzIBTsk9dKJ5,To Be Added,மு ராஜசேகர்
31981,,3299744138,3299744138,INC,SinghiycKundan,To Be Added,kundan kumar
31982,,806671197567991808,806671197567991808,BJP,GulabSingh4IT,To Be Added,Gulab Singh IT Convenor Seraj Bjp
31983,,1047488140519170048,1047488140519170048,INC,BoraRahman,To Be Added,Meena  Rahman Bora
31985,,912603785872076800,912603785872076800,BJP,AdvSivakumaBjp,To Be Added,Adv.T.SIVAKUMAR Bjp
31986,,785092962879406080,785092962879406080,INC,rathodv37178812,To Be Added,Rathod vijay
31987,,941661993634734081,941661993634734080,BJP,Anubhav4758,To Be Added,अनुभव विश्वकर्मा
31988,,4737142058,4737142058,BJP,TagaTayi,To Be Added,TAI TAGAK
31989,,879331049553231873,879331049553231872,BJP,manishdani78,To Be Added,
31990,,541831914,541831914,INC,sneha2986,To Be Added,Sneha Patil
31991,,1033609860968013831,1033609860968013824,BJP,RajaDeori7,To Be Added,
31992,,4622550979,4622550979,INC,DevarajINC,To Be Added,B.C.Devaraj
31993,,1044679983740796928,1044679983740796928,INC,PRAVEENRAJ0615,To Be Added,PRAVEENRAJ
31994,,873399118143541248,873399118143541248,INC,VikasGurjar52,To Be Added,
31995,,955634590873505792,955634590873505792,BJP,V5vXpBrsZcK4FYt,To Be Added,
31996,,825766057478610947,825766057478610944,INC,RahulRaiINC,To Be Added,Rahul Rai
31997,,1159898743174393857,1159898743174393856,BJP,vkmishrabjp,To Be Added,Vikas mishra(मोदी का परिवार)
31998,,1105824632534388737,1105824632534388736,BJP,CHUDASA20366257,To Be Added,CHUDASAMA VIJAYSINH B
31999,,3634924814,3634924814,BJP,iyogeshmaind,To Be Added,Yogesh Maind
32000,,1070766868393189376,1070766868393189376,INC,KumarRohit_IYC,To Be Added,Kumar Rohit Rishu
32001,,2601001544,2601001544,BJP,rpssisodiya,To Be Added,Rajpal Singh Sisodiya
32002,,343885761,343885761,BJP,PradipGavade,To Be Added,Adv. Pradip Gavade
32003,,2308012585,2308012585,BJP,vikassinha1984,To Be Added,Vikas Sinha
32005,,922527263853178880,922527263853178880,BJP,JayantyDr,To Be Added,Dr Rajshree Jayanty Modi ka Pariwar
32008,,733633106398347264,733633106398347264,BJP,kanta_kn,To Be Added,Dr.Kanta Nalavade
32009,,457413754,457413754,INC,MaswoodZ,To Be Added,Maswood Zafar
32010,,832147400949170176,832147400949170176,DMK,PSUDHAKARADMK,To Be Added,P.SUDHAKAR A D M K
32011,,959451086531760128,959451086531760128,RSS,Harishmehra__,To Be Added,Dr.Harish mehra
32012,,618005266,618005266,OTHER,MaithilAnup,To Be Added,Anup Maithil
32013,,2295891596,2295891596,INC,SunitKMadhur,To Be Added,Sunit Kumar Madhur
32014,,1207856926404444161,1207856926404444160,BJP,Pratik_2612,To Be Added,Pratik Thakkar
32016,,394675182,394675182,BJP,krishna2781983,To Be Added,Krishna Singh
32017,,1620654673,1620654673,BJP,RohitParwe,To Be Added,Rohit Sudhir Parwe
32019,,1151019605487284225,1151019605487284224,BJP,AjayJam23760596,To Be Added,
32022,,3106337766,3106337766,INC,sanjay31101976,To Be Added,DON'T LOCK JUSTICE
32023,,1239793140736778242,1239793140736778240,INC,SevadalATH,To Be Added,
32024,,1007871050535669761,1007871050535669760,INC,GanshyamMalviy4,To Be Added,Ganshyam Malviy
32025,,1063797252156645376,1063797252156645376,INC,SurykantPisal,To Be Added,Surykant Pisal-Deshmukh
32026,,1095334845067059201,1095334845067059200,INC,DholeNcp,To Be Added,Ganesh Dhole Ncp
32027,,1047536453385736192,1047536453385736192,INC,SevadalLKO,To Be Added,Lucknow Congress Sevadal
32028,,965112482506342400,965112482506342400,INC,MumbaiCoDahisar,To Be Added,Mumbai Congress Dahisar Assembly
32029,,1012947366079619072,1012947366079619072,INC,sachin_tekawade,To Be Added,Sachin Tekawade
32030,,1098656970800738304,1098656970800738304,INC,SevadalLKH,To Be Added,Lakhimpur Kheri Congress Sevadal
32031,,709390105564155905,709390105564155904,BJP,vikramsharma_10,To Be Added,Vikram Sharma
32032,,1014703834726313985,1014703834726313984,BJP,BJayanthaKumar1,To Be Added,B. Jayanth kumar
32033,,886608373579436032,886608373579436032,INC,Zaildar_Talim,To Be Added,
32034,,4361358375,4361358375,INC,DeepakMishra_MP,To Be Added,Deepak Mishra
32035,,1282441759,1282441759,INC,dillip_ds,To Be Added,Dillip Kumar Das
32036,,3119252899,3119252899,INC,panchalaprakas4,To Be Added,
32038,,913446798361890816,913446798361890816,BJP,narenthakur24,To Be Added,Narender Thakur
32039,,914834284992634880,914834284992634880,INC,JaiSinghMLA,To Be Added,Jaisingh Agrawal
32041,,867268955689295874,867268955689295872,INC,HarpreetCheema_,To Be Added,Harpreet Cheema
32043,,609439003,609439003,INC,iPrashantSingh,To Be Added,Prashant Pratap
32044,,887339333757407236,887339333757407232,INC,BishalKumarBor1,To Be Added,Bishal Kumar Borah
32045,,907444419057541120,907444419057541120,BJP,Santosh67889657,To Be Added,Santosh Gour
32046,,899211521556754432,899211521556754432,BJP,BJPITDGL,To Be Added,BJP IT Dindigul
32047,,760340541552922624,760340541552922624,BJP,RushikeshJAher,To Be Added,
32048,,2881925876,2881925876,BJP,PatelMaulikBJYM,To Be Added,Patel Maulik official (Modi Ka Parivar)
32049,,973405647734804480,973405647734804480,BJP,SalamJoySingh4,To Be Added,S.Joy Singh Ex.MLA & VP BJP Manipur Pradesh
32050,,785283073084649473,785283073084649472,DMK,killaikandan,To Be Added,Killai K.Kanthan
32051,,613473633,613473633,BJP,gurujyoti_das,To Be Added,Gurujyoti Das
32055,,2194135342,2194135342,INC,TeamIOCUK,To Be Added,Indian Overseas Congress UK
32056,,822076608102170624,822076608102170624,INC,vijeshmalech5,To Be Added,
32057,,843493211662442497,843493211662442496,OTHER,YunisMubarakGul,To Be Added,Yunis Mubarak Gul
32058,,3198572095,3198572095,NCP,pplshlok,To Be Added,prashant latthe
32060,,1635185971,1635185971,BJP,vmvenk,To Be Added,Tamilthamarai
32062,,917394224504377345,917394224504377344,INC,SultanaYasmin12,To Be Added,Adv Sultana Yasmin
32063,,1140515561094254593,1140515561094254592,INC,Deepak_jain_PHA,To Be Added,
32064,,1041307551382437888,1041307551382437888,AMMK,RamanKumutha,To Be Added,Kumutha Raman
32065,,825028644804259840,825028644804259840,INC,CherthalaIYC,To Be Added,
32066,,1096806258,1096806258,INC,GGPonnambalam,To Be Added,Gajen Ponnambalam MP
32067,,843332423576440832,843332423576440832,INC,zarikar_nitin,To Be Added,Nitin Patil Zarikar
32068,,226234783,226234783,VHP,Abhishek_Mshra,To Be Added,Abhishek Mishra
32069,,928872822276898816,928872822276898816,BJP,anujcha06875148,To Be Added,Anuj chauhan
32070,,270486619,270486619,BJP,shivamgahlot,To Be Added,
32074,,805574409843048449,805574409843048448,ABVP,Akash_tiwari01,To Be Added,Akash
32075,,802336726672875521,802336726672875520,INC,amlendransui,To Be Added,AMLENDRA TRIPATHI
32076,,1038091032389242880,1038091032389242880,INC,RachitV29861346,To Be Added,Rachit Verma
32078,,834436216619663363,834436216619663360,BJP,Abhinav4bjp,To Be Added,Abhinav Tripathi
32079,,151367227,151367227,BJP,niteshmishra_,To Be Added,Nitesh Mishra (नितेश मिश्रा)
32080,,921054176666296322,921054176666296320,INC,AnamulIslamLas1,To Be Added,"ANAMUL ISLAM LASKAR ( SEVA DAL, INC )"
32081,,1039425442099343361,1039425442099343360,INC,tamil_tpk,To Be Added,Tpk MARTIN
32082,,1056562522612887552,1056562522612887552,INC,AnamulIslamLas2,To Be Added,ANAMUL ISLAM LASKAR
32083,,922384637644513280,922384637644513280,BJP,imnayansinh,To Be Added,Nayansinh Sindha
32084,,4629563475,4629563475,BJP,HinduMayurGohil,To Be Added,Mayur Gohil
32085,,1094853375391195137,1094853375391195136,INC,Mohamma64540035,To Be Added,Md. Asif Ali (Vice Chairman BPCC minority)
32086,,1188839574564261890,1188839574564261888,BJP,AnitaThakurMND,To Be Added,Anita Thakur
32089,,3315160794,3315160794,INC,HAJINOORKHATIB,To Be Added,HAJI NOOR KHATIB INC 🇮🇳🇵🇸🇵🇸🇮🇳
32090,,1086916510709215232,1086916510709215232,DMK,Gowthamsuju,To Be Added,Gowtham
32091,,1026711220349370368,1026711220349370368,BJP,BJP4Nagaon,To Be Added,"BJP Nagaon Dist,Assam"
32092,,897445387958714368,897445387958714368,BJP,RITESHPATIDARBJ,To Be Added,RITESH PATIDAR BJYM
32094,,598405767,598405767,INC,mohasin4367,To Be Added,
32096,,1041567482631385088,1041567482631385088,INC,GaneshP46578202,To Be Added,Ganesh Pawar
32097,,776808696902852608,776808696902852608,ABVP,TanmayPPradhan,To Be Added,Tanmay Pradhan
32098,,4898266142,4898266142,BJP,udyanbhosale,To Be Added,Udyan Raje Bhosale
32099,,1024688823152734208,1024688823152734208,BJP,VinodPa18474596,To Be Added,Vinod Pal
32100,,4906605288,4906605288,ABVP,tanmaya_dash1,To Be Added,Tanmaya Dash
32101,,1094325852513267712,1094325852513267712,INC,AshokNcp,To Be Added,Ashok( Bapu) Gangaram Waghmode NCP
32102,,1019587299091214337,1019587299091214336,INC,Nirmal123dasINC,To Be Added,NIRMAL DAS
32105,,3306027744,3306027744,INC,btiwariiyc,To Be Added,Bhupendra Tiwari
32107,,1160563674735472640,1160563674735472640,BJP,CMTHAKU05437264,To Be Added,CM THAKUR
32108,,179087605,179087605,AAP,kanishkajadhav,To Be Added,Kanishk Jadhav
32109,,1579656180,1579656180,INC,NSUIWestBengal,To Be Added,West Bengal Chhatra Parishad
32110,,765930244998045696,765930244998045696,BJP,SatishVyas15,To Be Added,Satish Vyas
